,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
3582,Spring,1,3,14,0,3,1,Clear or partly cloudy,0.62,0.6212,0.38,0.3582,221
3583,Spring,1,6,20,0,1,1,Misty and/or cloudy,0.74,0.6667,0.48,0.2239,394
3584,Summer,0,8,13,0,6,0,Misty and/or cloudy,0.74,0.7121,0.74,0.3284,153
3585,Fall,1,11,15,0,4,1,Misty and/or cloudy,0.4,0.4091,0.54,0.1642,214
3586,Spring,1,3,19,0,5,1,Clear or partly cloudy,0.66,0.6212,0.5,0.194,686
3587,Summer,0,7,13,0,2,1,Clear or partly cloudy,0.86,0.803,0.47,0.2239,136
3588,Summer,1,8,4,0,6,0,Clear or partly cloudy,0.62,0.5758,0.83,0.1045,10
3589,Winter,0,1,0,0,1,1,Clear or partly cloudy,0.12,0.1212,0.5,0.2836,5
3590,Fall,1,10,17,0,2,1,Clear or partly cloudy,0.68,0.6364,0.41,0.0,938
3591,Fall,1,10,17,0,0,0,Clear or partly cloudy,0.52,0.5,0.39,0.2537,491
3592,Winter,1,1,14,0,4,1,Clear or partly cloudy,0.34,0.3182,0.39,0.2836,117
3593,Spring,0,5,11,0,3,1,Clear or partly cloudy,0.56,0.5303,0.64,0.0896,141
3594,Summer,1,7,18,0,2,1,Clear or partly cloudy,0.76,0.7121,0.62,0.3284,877
3595,Spring,1,4,7,0,2,1,Clear or partly cloudy,0.32,0.303,0.66,0.2836,390
3596,Fall,0,11,20,1,4,0,Clear or partly cloudy,0.36,0.3485,0.76,0.1642,31
3597,Summer,0,7,20,0,0,0,Clear or partly cloudy,0.84,0.7879,0.49,0.1642,195
3598,Fall,1,11,16,0,0,0,Clear or partly cloudy,0.4,0.4091,0.4,0.3284,435
3599,Winter,1,2,13,0,6,0,Clear or partly cloudy,0.4,0.4091,0.43,0.2836,384
3600,Summer,0,9,5,0,2,1,Misty and/or cloudy,0.54,0.5152,0.88,0.194,22
3601,Summer,1,8,4,0,2,1,Clear or partly cloudy,0.68,0.6364,0.83,0.1343,9
3602,Summer,0,6,17,0,1,1,Clear or partly cloudy,0.74,0.6818,0.55,0.1343,604
3603,Winter,1,12,4,0,6,0,Clear or partly cloudy,0.26,0.2576,0.48,0.194,5
3604,Summer,0,7,15,0,6,0,Clear or partly cloudy,0.86,0.7273,0.19,0.1642,331
3605,Fall,1,12,18,0,3,1,Clear or partly cloudy,0.42,0.4242,0.35,0.4478,609
3606,Summer,0,6,21,0,3,1,Clear or partly cloudy,0.72,0.6515,0.39,0.2239,221
3607,Winter,1,2,22,0,6,0,Clear or partly cloudy,0.4,0.4091,0.4,0.4478,118
3608,Spring,1,6,5,0,6,0,Clear or partly cloudy,0.54,0.5152,missing,0.1045,23
3609,Fall,0,11,18,0,5,1,Clear or partly cloudy,0.3,0.303,0.36,0.1642,328
3610,Summer,1,9,9,0,5,1,Clear or partly cloudy,0.58,0.5455,0.68,0.1343,383
3611,Summer,0,7,21,0,0,0,Clear or partly cloudy,0.74,0.6818,0.62,0.2537,227
3612,Spring,0,6,0,0,4,1,Clear or partly cloudy,0.74,0.6515,0.4,0.3582,42
3613,Winter,0,12,12,0,5,1,Clear or partly cloudy,0.4,0.4091,0.54,0.5224,170
3614,Spring,0,3,13,0,5,1,Clear or partly cloudy,0.32,0.3182,0.39,0.194,138
3615,Spring,0,5,1,0,missing,1,Clear or partly cloudy,0.46,0.4545,0.88,0.2239,17
3616,Spring,0,6,21,0,5,1,Clear or partly cloudy,0.76,0.7273,0.66,0.1343,218
3617,Fall,0,11,5,0,5,1,Misty and/or cloudy,0.38,0.3939,0.87,0.0,23
3618,Summer,0,6,4,0,5,1,Clear or partly cloudy,0.66,0.6061,0.83,0.0896,9
3619,Fall,0,10,20,0,1,1,Clear or partly cloudy,0.48,0.4697,0.82,0.1045,129
3620,Fall,1,10,8,0,4,1,Clear or partly cloudy,0.38,0.3939,0.46,0.3881,798
3621,Winter,0,3,23,0,3,1,Clear or partly cloudy,0.26,0.2121,0.3,0.5224,22
3622,Summer,0,8,19,0,2,1,Clear or partly cloudy,0.8,0.7424,0.49,0.1045,371
3623,Fall,1,10,10,0,3,1,Clear or partly cloudy,0.66,0.6061,0.78,0.1642,175
3624,Spring,1,4,11,0,2,1,Clear or partly cloudy,0.6,0.6212,0.33,0.4179,239
3625,Spring,0,5,3,0,6,0,Misty and/or cloudy,0.5,0.4848,0.88,0.1343,35
3626,Summer,1,7,7,0,5,1,Misty and/or cloudy,0.7,0.6515,0.54,0.0,380
3627,Winter,0,1,10,0,4,1,Clear or partly cloudy,0.26,0.2273,0.48,0.2985,57
3628,Summer,1,7,14,0,1,1,Misty and/or cloudy,0.74,0.6818,0.55,0.2537,242
3629,Fall,1,11,1,0,0,0,Clear or partly cloudy,0.26,0.2879,0.81,0.0896,165
3630,Fall,1,10,8,0,4,1,Clear or partly cloudy,0.46,0.4545,0.82,0.2537,834
3631,Spring,0,4,19,0,4,1,Clear or partly cloudy,0.46,0.4545,0.59,0.2985,226
3632,Winter,0,3,6,0,5,1,Misty and/or cloudy,0.16,0.197,0.74,0.0896,29
3633,Spring,0,5,10,0,2,1,Light snow or light rain,0.54,0.5152,0.88,0.2537,104
3634,Spring,0,5,2,0,0,0,Clear or partly cloudy,0.42,0.4242,0.77,0.1045,50
3635,Winter,1,1,0,0,5,1,Misty and/or cloudy,0.4,0.4091,0.82,0.2537,38
3636,Fall,0,10,4,0,4,1,Misty and/or cloudy,0.54,0.5152,1.0,0.1045,7
3637,Fall,1,12,1,0,4,1,Misty and/or cloudy,0.28,0.2576,0.52,0.2836,23
3638,Summer,0,7,19,0,0,0,Clear or partly cloudy,0.86,0.803,0.47,0.1642,240
3639,Spring,0,5,4,0,1,1,Clear or partly cloudy,0.42,0.4242,0.82,0.1642,4
3640,Fall,1,11,7,0,3,1,Misty and/or cloudy,0.26,0.2576,0.56,0.194,409
3641,Summer,0,6,3,0,1,1,Light snow or light rain,0.62,0.5909,0.78,0.1343,2
3642,Summer,1,8,9,0,3,1,Clear or partly cloudy,0.7,0.6515,0.51,0.194,348
3643,Spring,1,3,4,0,0,0,Misty and/or cloudy,0.42,0.4242,0.94,0.3284,8
3644,Spring,1,4,2,0,4,1,Clear or partly cloudy,0.46,0.4545,0.33,0.4478,18
3645,Spring,0,6,22,0,2,1,Clear or partly cloudy,0.7,0.6515,0.65,0.1343,153
3646,Spring,0,4,1,0,3,1,Clear or partly cloudy,0.6,0.5606,0.83,0.2537,17
3647,Fall,0,11,17,0,0,0,Clear or partly cloudy,0.44,0.4394,0.62,0.1642,256
3648,Summer,1,7,22,0,0,0,Light snow or light rain,0.74,0.697,0.7,0.0896,122
3649,Fall,1,11,8,0,0,0,Clear or partly cloudy,0.32,missing,0.87,0.1045,119
3650,Summer,0,8,20,0,5,1,Clear or partly cloudy,0.72,0.6515,0.42,0.2239,287
3651,Winter,0,2,22,0,3,1,Clear or partly cloudy,0.22,0.2121,0.44,0.2537,40
3652,Winter,1,1,7,0,4,1,Misty and/or cloudy,0.28,0.303,0.81,0.0896,239
3653,Spring,0,4,9,0,4,1,Misty and/or cloudy,0.42,0.4242,0.47,0.2836,196
3654,Summer,0,7,10,1,1,0,Misty and/or cloudy,0.76,0.697,0.55,0.0896,280
3655,Fall,1,11,9,0,3,1,Clear or partly cloudy,0.3,0.2727,0.52,0.3881,332
3656,Summer,1,7,17,0,0,0,Clear or partly cloudy,0.8,0.7727,0.59,0.4925,436
3657,Winter,0,3,14,0,6,0,Misty and/or cloudy,0.48,0.4697,0.59,0.2836,198
3658,Summer,0,6,9,0,3,1,Clear or partly cloudy,0.72,0.697,0.79,0.1642,219
3659,Winter,1,1,22,0,0,0,Clear or partly cloudy,0.46,0.4545,0.55,0.4179,66
3660,Winter,1,2,9,0,6,0,Clear or partly cloudy,0.22,0.2424,0.8,0.1045,138
3661,Winter,1,2,14,0,5,1,Clear or partly cloudy,0.4,0.4091,0.37,0.3582,170
3662,Fall,0,11,10,1,4,0,Clear or partly cloudy,0.36,0.3788,0.57,0.0,98
3663,Spring,1,4,9,0,2,1,Clear or partly cloudy,0.6,0.6212,0.38,0.4925,400
3664,Summer,1,9,9,0,6,0,Clear or partly cloudy,0.7,0.6667,0.74,0.3881,348
3665,Spring,0,4,10,0,5,1,Clear or partly cloudy,0.56,0.5303,0.4,0.2836,156
3666,Summer,0,7,21,0,4,1,Clear or partly cloudy,0.74,0.6818,0.62,0.1642,209
3667,Fall,missing,11,11,0,2,1,Light snow or light rain,0.5,0.4848,0.88,0.2985,11
3668,Summer,0,9,10,0,2,1,Clear or partly cloudy,0.68,0.6364,0.69,0.1343,135
3669,Winter,0,1,6,0,2,1,Clear or partly cloudy,0.12,0.1515,0.74,0.1045,36
3670,Spring,0,5,17,0,2,1,Clear or partly cloudy,0.84,0.803,0.53,0.2239,495
3671,Winter,0,12,17,0,6,0,Clear or partly cloudy,0.42,0.4242,0.54,0.194,129
3672,Winter,0,12,9,0,3,1,Clear or partly cloudy,0.32,0.303,0.57,0.3284,189
3673,Fall,1,10,5,0,6,0,Misty and/or cloudy,0.5,0.4848,0.82,0.194,9
3674,Fall,0,10,22,0,4,1,Clear or partly cloudy,0.36,0.3182,0.66,0.4925,111
3675,Spring,1,4,1,0,4,1,Clear or partly cloudy,0.48,0.4697,0.27,0.3284,13
3676,Spring,0,3,17,0,3,1,Misty and/or cloudy,0.4,0.4091,0.76,0.2239,273
3677,Winter,0,3,10,0,2,1,Clear or partly cloudy,0.24,0.2121,0.52,0.2836,68
3678,Winter,0,1,20,0,0,0,Clear or partly cloudy,0.3,0.2727,0.39,0.3582,22
3679,Summer,1,9,21,0,0,0,Clear or partly cloudy,0.6,0.6212,0.56,0.1045,191
3680,Fall,1,12,14,0,5,1,Clear or partly cloudy,0.4,0.4091,0.43,0.194,299
3681,Summer,1,7,15,0,0,0,Light snow or light rain,0.92,0.8939,0.42,0.2836,298
3682,Spring,1,4,2,0,6,0,Clear or partly cloudy,0.36,0.3485,0.43,0.1642,57
3683,Spring,1,4,9,0,2,1,Clear or partly cloudy,0.42,0.4242,0.67,0.194,319
3684,Summer,0,8,16,0,3,1,Clear or partly cloudy,0.76,0.697,0.52,0.4179,271
3685,Fall,0,11,20,0,1,1,Clear or partly cloudy,0.4,0.4091,0.71,0.0,204
3686,Summer,1,7,14,0,5,1,Misty and/or cloudy,0.8,0.7121,0.38,0.0,369
3687,Spring,1,5,4,0,5,1,Clear or partly cloudy,0.42,0.4242,0.5,0.194,9
3688,Spring,1,4,19,0,3,1,Clear or partly cloudy,0.4,0.4091,0.4,0.3582,384
3689,Summer,0,8,4,0,2,1,Clear or partly cloudy,0.7,0.6667,0.74,0.0,7
3690,Spring,0,4,16,0,3,1,Clear or partly cloudy,0.46,0.4545,0.67,0.2836,142
3691,Spring,1,4,11,0,3,1,Clear or partly cloudy,0.52,0.5,0.32,0.1343,219
3692,Fall,1,11,10,1,4,0,Clear or partly cloudy,0.36,0.3636,0.57,0.1045,219
3693,Spring,1,6,2,0,5,1,Clear or partly cloudy,0.56,0.5303,0.56,0.0,19
3694,Winter,0,2,2,0,4,1,Misty and/or cloudy,0.34,0.3182,0.53,0.2239,6
3695,Summer,1,7,2,0,1,1,Misty and/or cloudy,0.74,0.6667,0.51,0.2537,15
3696,Summer,1,8,9,0,3,1,Misty and/or cloudy,0.76,0.7273,0.66,0.0,341
3697,Fall,1,11,1,0,2,1,Clear or partly cloudy,0.24,0.2424,0.6,0.1642,8
3698,Winter,0,2,15,0,6,0,Clear or partly cloudy,0.34,0.303,0.29,0.4179,174
3699,Fall,0,10,21,0,6,0,Light snow or light rain,0.36,0.3636,0.87,0.1045,56
3700,Fall,1,11,19,0,5,1,Clear or partly cloudy,0.32,0.3485,0.66,0.0,377
3701,Spring,0,4,16,0,1,1,Clear or partly cloudy,0.76,0.6515,0.22,0.5224,189
3702,Spring,1,5,15,0,4,1,Clear or partly cloudy,0.64,0.6212,0.36,0.2537,316
3703,Spring,1,4,17,0,0,0,Clear or partly cloudy,0.62,0.6061,0.27,0.2985,522
3704,Winter,0,3,19,0,6,0,Clear or partly cloudy,0.42,0.4242,0.54,0.0896,112
3705,Summer,0,9,17,0,2,1,Clear or partly cloudy,0.74,0.6667,0.51,0.2239,579
3706,Fall,0,11,17,0,6,0,Misty and/or cloudy,0.46,0.4545,0.47,0.1343,184
3707,Spring,0,3,19,0,missing,1,Misty and/or cloudy,0.44,0.4394,0.54,0.2537,164
3708,Summer,0,8,14,0,6,0,Clear or partly cloudy,0.8,0.7424,0.49,0.194,375
3709,Spring,1,5,6,0,2,1,Light snow or light rain,0.56,0.5303,0.94,0.2239,24
3710,Winter,1,1,15,0,0,0,Clear or partly cloudy,0.46,0.4545,0.51,0.2985,265
3711,Fall,0,11,10,0,3,1,Clear or partly cloudy,0.4,0.4091,0.76,0.1045,105
3712,Spring,1,5,13,0,2,1,Light snow or light rain,0.64,0.6061,0.73,0.194,239
3713,Spring,0,4,11,0,2,1,Clear or partly cloudy,0.52,0.5,0.77,0.3582,49
3714,Winter,1,12,10,1,2,0,Clear or partly cloudy,0.28,0.3182,0.81,0.0,32
3715,Fall,1,11,12,0,3,1,Clear or partly cloudy,0.34,0.3333,0.46,0.0,240
3716,Winter,0,1,15,0,1,1,Misty and/or cloudy,0.16,0.1818,0.59,0.1343,44
3717,Winter,1,1,19,0,2,1,Clear or partly cloudy,0.5,0.4848,0.29,0.2836,328
3718,Winter,0,2,1,0,0,0,Clear or partly cloudy,0.2,0.2273,0.59,0.0896,24
3719,Winter,0,1,23,0,6,0,Clear or partly cloudy,0.1,0.0606,0.39,0.4478,22
3720,Summer,1,7,10,0,1,1,Clear or partly cloudy,0.8,0.7727,0.59,0.0,186
3721,Fall,1,10,14,0,6,0,Clear or partly cloudy,0.6,0.6212,0.46,0.2537,750
3722,Summer,1,9,8,0,4,1,Clear or partly cloudy,0.5,0.4848,0.68,0.0896,790
3723,Winter,1,1,5,0,1,1,Misty and/or cloudy,0.2,0.2576,0.86,0.0,19
3724,Fall,0,11,8,0,2,1,Clear or partly cloudy,0.54,0.5152,0.77,0.2836,449
3725,missing,0,9,16,0,0,0,Clear or partly cloudy,0.8,0.7727,0.59,0.2239,337
3726,Winter,1,1,9,0,4,1,Clear or partly cloudy,0.12,0.197,0.54,0.0,210
3727,Winter,0,12,18,0,3,1,Misty and/or cloudy,0.44,0.4394,1.0,0.2985,280
3728,Summer,0,8,6,0,1,1,Clear or partly cloudy,0.66,0.6212,0.61,0.2985,112
3729,Fall,1,11,9,0,6,0,Clear or partly cloudy,0.34,0.3182,0.49,0.2239,248
3730,Fall,0,10,0,0,5,1,Clear or partly cloudy,0.34,0.3182,0.66,0.2537,44
3731,Summer,0,9,16,0,6,0,Clear or partly cloudy,0.72,0.6818,0.7,0.194,374
3732,Winter,1,1,16,0,1,1,Misty and/or cloudy,0.24,0.2424,0.93,0.1642,122
3733,Winter,1,12,12,1,2,0,Clear or partly cloudy,0.32,0.3333,0.76,0.0896,114
3734,Spring,1,4,17,0,5,1,Clear or partly cloudy,0.64,0.6212,0.47,0.2836,819
3735,Spring,0,4,1,0,6,0,Misty and/or cloudy,0.32,0.3182,1.0,0.194,16
3736,Winter,0,1,3,0,0,0,Clear or partly cloudy,0.02,0.0606,0.62,0.1343,5
3737,Spring,1,4,8,0,5,1,Clear or partly cloudy,0.4,0.4091,0.5,0.0,592
3738,Spring,1,5,5,0,4,1,Clear or partly cloudy,0.62,0.6061,0.69,0.2537,33
3739,Fall,1,12,8,0,1,1,Clear or partly cloudy,0.36,0.3788,0.93,0.0,731
3740,Summer,0,8,5,0,1,1,Clear or partly cloudy,0.66,0.6061,0.83,0.1045,26
3741,Winter,1,3,18,0,5,1,Clear or partly cloudy,0.44,0.4394,0.26,0.5224,470
3742,Fall,0,11,10,0,6,0,Clear or partly cloudy,0.34,0.3182,0.61,0.2836,232
3743,Summer,1,9,6,0,6,0,Clear or partly cloudy,0.54,0.5152,0.49,0.4179,33
3744,Summer,0,7,7,0,0,0,Clear or partly cloudy,0.64,0.6061,0.73,0.1642,50
3745,Summer,0,8,23,0,6,0,Clear or partly cloudy,0.7,0.6667,0.74,0.1343,157
3746,Winter,0,2,6,0,4,1,Clear or partly cloudy,0.2,0.197,0.69,0.194,58
3747,Spring,1,5,19,0,6,0,Misty and/or cloudy,0.74,0.697,0.66,0.2239,373
3748,Fall,0,12,15,0,0,0,Clear or partly cloudy,0.3,0.3333,0.26,0.0,266
3749,Winter,0,12,18,0,0,0,Clear or partly cloudy,0.32,0.3182,0.7,0.194,30
3750,Spring,1,5,19,0,3,1,Clear or partly cloudy,0.54,0.5152,0.77,0.2537,504
3751,Spring,1,6,3,0,0,0,Clear or partly cloudy,0.54,0.5152,0.64,0.1045,28
3752,Summer,0,9,15,0,6,0,Clear or partly cloudy,0.74,0.6818,0.55,0.2239,480
3753,Fall,1,10,8,0,1,1,Misty and/or cloudy,0.6,0.6061,0.64,0.3881,737
3754,Winter,1,1,9,0,0,0,Clear or partly cloudy,0.26,0.2727,0.93,0.1045,40
3755,Winter,1,2,9,0,3,1,Misty and/or cloudy,0.24,0.2576,0.7,0.1642,253
3756,Spring,0,5,0,0,0,0,Clear or partly cloudy,0.64,0.5758,0.83,0.2239,83
3757,Summer,1,8,17,0,2,1,Clear or partly cloudy,0.74,0.6667,0.51,0.2836,878
3758,Winter,0,2,23,0,4,1,Misty and/or cloudy,0.32,0.303,0.93,0.2239,50
3759,Winter,0,2,21,0,4,1,Misty and/or cloudy,0.34,0.303,0.87,0.3284,83
3760,Winter,1,3,20,0,0,0,Clear or partly cloudy,0.52,0.5,0.77,0.1343,198
3761,Spring,0,6,14,0,4,1,Misty and/or cloudy,0.72,0.6667,0.54,0.3284,153
3762,Summer,0,8,18,0,0,0,Clear or partly cloudy,0.74,0.697,0.66,0.1642,347
3763,Winter,1,2,21,0,6,0,Light snow or light rain,0.24,0.2424,0.93,0.1343,78
3764,Summer,0,8,10,0,6,0,Clear or partly cloudy,0.72,0.6818,0.62,0.1045,306
3765,Winter,0,3,4,0,0,0,Misty and/or cloudy,0.42,0.4242,0.88,0.3582,3
3766,Fall,1,11,3,0,2,1,Misty and/or cloudy,0.34,0.3485,0.71,0.1045,2
3767,Spring,1,6,7,0,1,1,Light snow or light rain,0.52,0.5,0.94,0.2239,145
3768,Fall,0,11,1,0,1,1,Clear or partly cloudy,0.34,0.3636,0.87,0.0,8
3769,Fall,1,11,1,0,4,1,Clear or partly cloudy,0.3,0.3182,0.75,0.1045,30
3770,Spring,1,6,4,0,1,1,Clear or partly cloudy,0.54,0.5152,0.64,0.0896,8
3771,Winter,0,3,18,0,6,0,Misty and/or cloudy,0.48,0.4697,0.59,0.3284,152
3772,Spring,1,5,15,0,6,0,Clear or partly cloudy,0.76,0.7273,0.66,0.2836,513
3773,Winter,1,3,21,0,6,0,Clear or partly cloudy,0.3,0.2879,0.39,0.2239,110
3774,Spring,1,5,13,0,4,1,Clear or partly cloudy,0.74,0.6515,0.35,0.1343,293
3775,Summer,0,9,8,1,1,0,Misty and/or cloudy,0.66,0.6061,0.78,0.194,101
3776,Summer,0,8,15,0,2,1,Clear or partly cloudy,0.8,0.7121,0.41,0.2985,159
3777,Winter,0,1,21,0,6,0,Misty and/or cloudy,0.4,0.4091,0.87,0.194,34
3778,Spring,0,6,9,0,0,0,Misty and/or cloudy,0.6,0.5758,0.78,0.194,164
3779,Winter,0,1,12,0,1,1,Clear or partly cloudy,0.22,0.2121,0.35,0.2985,61
3780,Spring,1,5,19,0,2,1,Clear or partly cloudy,0.7,0.6515,0.54,0.1343,487
3781,Spring,1,6,14,0,2,1,Misty and/or cloudy,0.58,0.5455,0.46,0.1642,276
3782,Winter,0,1,5,0,2,1,Misty and/or cloudy,0.16,0.1818,0.55,0.1343,6
3783,Winter,1,3,15,0,6,0,Clear or partly cloudy,0.34,0.3636,0.25,0.0,406
3784,Winter,0,2,10,0,3,1,Clear or partly cloudy,0.26,0.2273,0.41,0.3881,69
3785,Fall,1,10,2,0,5,1,Clear or partly cloudy,0.54,0.5152,0.73,0.0896,11
3786,Summer,0,6,18,0,3,1,Clear or partly cloudy,0.8,0.697,0.29,0.2985,588
3787,Spring,0,4,4,0,6,0,Light snow or light rain,0.3,0.2727,1.0,0.2537,3
3788,Fall,1,10,15,0,6,0,Clear or partly cloudy,0.5,0.4848,0.36,0.194,615
3789,Fall,0,10,2,0,5,1,Clear or partly cloudy,0.42,0.4242,0.88,0.0,5
3790,Fall,0,12,6,0,3,1,Misty and/or cloudy,0.26,0.303,0.87,0.0,87
3791,Winter,0,3,16,0,0,0,Clear or partly cloudy,0.42,0.4242,0.32,0.0,224
3792,Spring,1,3,17,0,6,0,Clear or partly cloudy,0.48,0.4697,0.67,0.4179,543
3793,Winter,1,1,20,0,3,1,Light snow or light rain,0.32,0.3182,0.93,0.1642,57
3794,Winter,0,3,23,0,3,1,Light snow or light rain,0.34,0.3333,0.93,0.194,18
3795,Winter,0,3,8,0,0,0,Clear or partly cloudy,0.4,0.4091,0.5,0.2985,34
3796,Fall,0,10,1,0,3,1,Light snow or light rain,0.56,0.5303,0.83,0.1343,10
3797,Fall,0,10,22,0,3,1,Clear or partly cloudy,0.52,0.5,0.72,0.0,154
3798,Summer,1,8,17,0,2,1,Light snow or light rain,0.76,0.7273,0.66,0.2537,812
3799,Spring,0,5,7,0,4,1,Clear or partly cloudy,0.38,0.3939,0.58,0.2537,271
3800,Spring,1,6,18,0,1,1,Clear or partly cloudy,0.64,0.6212,0.38,0.3881,822
3801,Summer,1,7,7,0,3,1,Clear or partly cloudy,0.66,0.6212,0.5,0.3284,507
3802,Summer,1,missing,23,0,1,1,Clear or partly cloudy,0.74,0.6667,0.51,0.1045,102
3803,Winter,0,1,9,0,2,1,Clear or partly cloudy,0.16,0.1515,0.64,0.2239,100
3804,Winter,1,2,3,0,3,1,Clear or partly cloudy,0.28,0.303,0.7,0.0896,2
3805,Fall,1,10,23,0,6,0,Clear or partly cloudy,0.42,0.4242,0.58,0.2985,125
3806,Fall,0,10,16,0,6,0,Light snow or light rain,0.22,0.197,0.93,0.3284,22
3807,Spring,1,4,15,0,6,0,Misty and/or cloudy,0.64,0.6212,0.27,0.3582,658
3808,Winter,1,2,2,0,1,1,Clear or partly cloudy,0.14,0.1364,0.46,0.194,4
3809,Winter,1,2,1,0,2,1,Clear or partly cloudy,0.26,0.303,0.56,0.0,7
3810,Spring,1,4,6,0,5,1,Clear or partly cloudy,0.4,0.4091,0.43,0.2537,120
3811,Fall,0,12,3,0,1,1,Clear or partly cloudy,0.18,0.2424,0.74,0.0,2
3812,Winter,1,1,8,0,4,1,Misty and/or cloudy,0.28,0.303,0.81,0.0896,530
3813,Fall,0,11,6,0,2,1,Misty and/or cloudy,0.38,0.3939,0.94,0.1045,64
3814,Spring,1,6,21,0,0,0,Clear or partly cloudy,0.72,0.6818,0.62,0.1642,253
3815,Spring,0,4,0,0,2,1,Clear or partly cloudy,0.62,0.6212,0.5,0.1045,22
3816,Fall,0,10,11,0,5,1,Clear or partly cloudy,0.36,0.3485,0.5,0.2239,168
3817,Winter,1,3,4,0,0,0,Misty and/or cloudy,0.42,0.4242,0.94,0.1642,14
3818,Winter,0,12,10,0,6,0,Clear or partly cloudy,0.4,0.4091,0.76,0.1642,128
3819,Spring,0,5,4,0,6,0,Clear or partly cloudy,0.46,0.4545,0.88,0.1343,7
3820,Fall,0,12,2,0,6,0,Misty and/or cloudy,0.28,0.2727,0.56,0.2239,58
3821,Spring,0,5,5,0,6,0,Clear or partly cloudy,0.56,0.5303,0.88,0.2239,7
3822,Fall,1,11,20,0,5,1,Clear or partly cloudy,0.32,0.3485,0.66,0.0,245
3823,Summer,0,7,22,0,2,1,Clear or partly cloudy,0.76,0.7273,0.66,0.2239,155
3824,Fall,0,11,9,0,4,1,Misty and/or cloudy,0.42,0.4242,0.94,0.1045,211
3825,Fall,1,10,5,0,6,0,Clear or partly cloudy,0.3,0.2879,0.61,0.194,11
3826,Fall,1,11,1,0,5,1,Clear or partly cloudy,0.28,0.303,0.81,0.0896,13
3827,Spring,0,6,20,0,6,0,Clear or partly cloudy,0.68,0.6364,0.74,0.2537,275
3828,Fall,1,12,23,0,3,1,Clear or partly cloudy,0.32,0.3333,0.66,0.1343,88
3829,Summer,1,6,16,0,4,1,Clear or partly cloudy,0.9,0.8182,0.35,0.1343,320
3830,Summer,1,7,17,0,2,1,Misty and/or cloudy,0.86,0.7424,0.3,0.1642,722
3831,Winter,0,1,5,0,6,0,Misty and/or cloudy,0.16,0.1667,0.74,0.1642,5
3832,Spring,1,5,6,0,5,1,Clear or partly cloudy,0.42,0.4242,0.5,0.2537,135
3833,Fall,0,10,21,0,4,1,Clear or partly cloudy,0.62,0.5758,0.83,0.194,123
3834,Spring,0,4,13,0,2,1,Misty and/or cloudy,0.54,0.5152,0.68,0.2239,129
3835,Fall,1,11,3,0,5,1,Clear or partly cloudy,0.3,0.303,0.7,0.1642,3
3836,Fall,0,10,missing,0,2,1,Misty and/or cloudy,0.6,0.5758,0.78,0.1642,175
3837,Summer,1,7,15,0,4,1,Clear or partly cloudy,0.8,0.7121,0.36,0.194,271
3838,Spring,1,5,7,0,0,0,Clear or partly cloudy,0.52,0.5,0.68,0.1642,60
3839,Summer,0,8,23,0,0,0,Clear or partly cloudy,0.7,0.6667,0.74,0.1642,68
3840,Spring,1,6,23,0,0,0,Clear or partly cloudy,0.58,0.5455,0.64,0.194,108
3841,Spring,0,6,3,0,3,1,Clear or partly cloudy,0.68,0.6364,0.89,0.194,6
3842,Fall,1,9,20,0,0,0,Clear or partly cloudy,0.52,0.5,0.42,0.1642,252
3843,Fall,1,11,13,0,2,1,Light snow or light rain,0.28,0.2727,0.87,0.2537,77
3844,Summer,0,7,2,0,6,0,Clear or partly cloudy,0.76,0.697,0.55,0.1045,42
3845,Summer,1,9,1,0,6,0,Clear or partly cloudy,0.6,0.5909,0.73,0.0,109
3846,Spring,1,4,14,0,4,1,Clear or partly cloudy,0.5,0.4848,0.31,0.3284,224
3847,Winter,0,1,15,0,6,0,Misty and/or cloudy,0.32,0.3182,0.36,0.194,129
3848,Spring,0,5,17,0,0,0,Misty and/or cloudy,0.48,0.4697,0.82,0.2537,196
3849,Winter,1,1,5,0,3,1,Clear or partly cloudy,0.2,0.2121,0.8,0.1343,22
3850,Summer,1,9,3,0,1,1,Clear or partly cloudy,0.5,0.4848,0.77,0.0896,7
3851,Fall,0,11,17,0,0,0,Clear or partly cloudy,0.52,0.5,0.27,0.3284,231
3852,Winter,1,2,18,1,1,0,Clear or partly cloudy,0.34,0.3182,0.34,0.2239,242
3853,Summer,1,9,10,0,0,0,Clear or partly cloudy,0.64,0.6212,0.57,0.2985,495
3854,Fall,0,11,0,0,5,1,Clear or partly cloudy,0.34,0.3333,0.76,0.1642,29
3855,Summer,1,7,7,0,2,1,Misty and/or cloudy,0.7,0.6667,0.74,0.1045,520
3856,Spring,0,5,23,0,0,0,Clear or partly cloudy,0.54,0.5152,0.88,0.2239,69
3857,Fall,1,11,11,0,0,0,Clear or partly cloudy,0.38,0.3939,0.62,0.2836,359
3858,Fall,1,10,2,0,2,1,Clear or partly cloudy,0.44,0.4394,0.67,0.1343,3
3859,Fall,1,11,15,0,2,1,Misty and/or cloudy,0.46,0.4545,0.55,0.1045,287
3860,Spring,1,5,4,0,3,1,Light snow or light rain,0.58,0.5455,0.83,0.194,3
3861,Winter,0,1,21,0,6,0,Misty and/or cloudy,0.32,0.303,0.39,0.2239,57
3862,Winter,0,1,2,0,4,1,Clear or partly cloudy,0.26,0.2727,0.56,0.0,2
